,Model,Avg Accuracy,Avg Precision,Avg Recall,Avg F1,Avg Confusion Matrix
0,DynamicANNWrapper0,0.8009094018433455,0.8134473896294138,0.8009545780485716,0.7965673022859148,"[[2373   75  132]
 [ 235 2225  119]
 [ 165  814 1601]]"
