Accuracy,Precision (Class 0),Precision (Class 1),Precision (Class 2),Recall (Class 0),Recall (Class 1),Recall (Class 2),F1 Score (Class 0),F1 Score (Class 1),F1 Score (Class 2),Label Confusion Matrix,Confusion Matrix
0.6816460905349794,0.828696925329429,0.7750197005516154,0.31989247311827956,0.947016174010039,0.6154568210262829,0.43830570902394106,0.8839146277980219,0.6860830136030694,0.3698523698523699,"[[[3931  351]
  [  95 1698]]

 [[2308  571]
  [1229 1967]]

 [[3977 1012]
  [ 610  476]]]","[[1698   34   61]
 [ 278 1967  951]
 [  73  537  476]]"
